fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0019723865877712033,0.99880004
0.0,0.22090729783037474,0.98852813
0.001226993865030675,0.22090729783037474,0.9883746
0.001226993865030675,0.32741617357001973,0.9804504
0.00245398773006135,0.32741617357001973,0.9801051
0.00245398773006135,0.40039447731755423,0.97428006
0.0036809815950920245,0.40236686390532544,0.9739677
0.0036809815950920245,0.4240631163708087,0.97167045
0.0049079754601227,0.4240631163708087,0.9715182
0.0049079754601227,0.4437869822485207,0.96887803
0.007361963190184049,0.4437869822485207,0.9682989
0.007361963190184049,0.5088757396449705,0.96002924
0.008588957055214725,0.5088757396449705,0.959848
0.008588957055214725,0.5285996055226825,0.95677793
0.0098159509202454,0.5285996055226825,0.9565487
0.0098159509202454,0.5818540433925049,0.9416856
0.011042944785276074,0.5818540433925049,0.94054973
0.011042944785276074,0.5857988165680473,0.9379581
0.012269938650306749,0.5857988165680473,0.93721116
0.012269938650306749,0.591715976331361,0.93583775
0.013496932515337423,0.591715976331361,0.93547547
0.013496932515337423,0.6252465483234714,0.92788947
0.014723926380368098,0.6252465483234714,0.92645437
0.014723926380368098,0.6272189349112426,0.92631686
0.015950920245398775,0.6272189349112426,0.9245636
0.015950920245398775,0.6429980276134122,0.92000204
0.01717791411042945,0.6429980276134122,0.9171386
0.01717791411042945,0.6627218934911243,0.9047642
0.018404907975460124,0.6627218934911243,0.90426904
0.018404907975460124,0.6646942800788954,0.90253705
0.0196319018404908,0.6646942800788954,0.90046823
0.0196319018404908,0.6706114398422091,0.89920604
0.020858895705521473,0.6706114398422091,0.8989322
0.020858895705521473,0.6962524654832347,0.88647413
0.023312883435582823,0.6962524654832347,0.8811938
0.023312883435582823,0.6982248520710059,0.87881076
0.024539877300613498,0.6982248520710059,0.87836015
0.024539877300613498,0.7080867850098619,0.8765706
0.025766871165644172,0.7080867850098619,0.8759932
0.025766871165644172,0.7140039447731755,0.86979216
0.026993865030674847,0.7140039447731755,0.86806583
0.026993865030674847,0.7159763313609467,0.8677474
0.02822085889570552,0.7159763313609467,0.86680585
0.02822085889570552,0.7199211045364892,0.86559486
