round,train_auc,val_auc
0,0.9021457360287896,0.8768196807808997
1,0.9270017092177023,0.9038121619839071
2,0.9344554109319241,0.9154689354966363
3,0.9381160671896298,0.9192085476850019
4,0.9417465829617183,0.9210842896715473
5,0.9435800546271519,0.9230932594644506
6,0.9448035562067771,0.9242461416699644
7,0.945903073915548,0.9261429890515763
8,0.9473633052881151,0.9265980741327001
9,0.948675345411433,0.9286123202743701
10,0.9501097676093044,0.9287798443477114
11,0.9508032377841454,0.9283076111330959
12,0.9512181868379243,0.928793035219628
13,0.9516504892220813,0.929314074660335
14,0.9524557167662177,0.9298008178340589
15,0.9533928312545275,0.9299432792507585
16,0.9535594557484967,0.9300593589236249
17,0.9538332488617004,0.9310104207888141
18,0.9542229039507049,0.93134019258673
19,0.9545404342184541,0.9317860440575122
20,0.955144864496633,0.9321857274765862
21,0.9557013126281244,0.9327041287429099
22,0.955945091539521,0.9324851602690938
23,0.9561759494572069,0.9322661917952777
24,0.9563726693753893,0.9326882996966099
25,0.9566983050441081,0.9325563909774436
26,0.9571388255597835,0.9327067669172933
27,0.9575220999972228,0.9324429494789606
28,0.9578750380840625,0.9326355362089435
29,0.9580488344164189,0.9323796332937607
30,0.9586634166440329,0.932801741195093
31,0.9587774859156974,0.9327661258409181
32,0.9590265289230429,0.9328399947236512
33,0.9593556336553934,0.9330167524073342
34,0.9596033893336334,0.93333069515895
35,0.9596538582295575,0.93331486611265
36,0.9597590296462056,0.9335259200633161
37,0.9599330797202774,0.9338781163434903
38,0.9600208974894451,0.9339651760981401
39,0.9602184456560272,0.9338688827331486
40,0.9605726468898652,0.9343200105526975
41,0.9607159493792229,0.9347685001978631
42,0.9610245941799836,0.9350929956470123
43,0.9612907462488839,0.9351114628676955
44,0.9616670049046189,0.9353515367365783
45,0.9619405138743177,0.9353620894341116
46,0.962107444727753,0.9356892230576441
47,0.9623477521698309,0.9360374620762433
48,0.9626114341188243,0.936406806489909
49,0.962972951570868,0.9366046695686585
50,0.9632806031305043,0.9367814272523414
51,0.9634096301758724,0.9368975069252078
52,0.9637181571776701,0.9370412874290991
53,0.9639355300425237,0.9373011476058567
54,0.9640993940918942,0.937214087851207
55,0.9642837369009264,0.9372721276876401
56,0.9645022999665579,0.9372299168975069
57,0.9647145289337382,0.9371402189684738
58,0.9649098394108524,0.9372945521698984
59,0.9650725925425376,0.9375267115156312
60,0.9652566699329599,0.9378142725234138
61,0.9654613796314678,0.9380042210790133
62,0.9657151776092414,0.9381176625774964
63,0.9658908471185332,0.9382495712966628
64,0.966194203874406,0.9385978103152618
65,0.9664957157735574,0.9387112518137449
66,0.9666210672067379,0.938969792903311
67,0.9668487124139411,0.9392388866904102
68,0.967152350869165,0.9392573539110936
69,0.9673299630490136,0.9391518269357605
70,0.9676177939318908,0.9393655190608099
71,0.9678348619242971,0.9396214219759926
72,0.9679978362618545,0.9398113705315921
73,0.9681538405436905,0.9400065954359583
74,0.968366380810498,0.9402967946181242
75,0.9685340616901494,0.9405421448357737
76,0.968736414509961,0.9407215406938398
77,0.968892660610604,0.9409457855164226
78,0.969043904723564,0.9410961614562723
79,0.9692341617068668,0.9409800817834059
80,0.9693886098659115,0.9411884975596887
81,0.9695906682229178,0.9411673921646221
82,0.9697483535456161,0.9413467880226883
83,0.970021406072856,0.9417108560875874
84,0.9702130793639366,0.9416528162511542
85,0.9704061085077998,0.9418005540166206
86,0.9705669658583753,0.941861232027437
87,0.9708199734770736,0.9423492942883525
88,0.9710002279854256,0.9423202743701359
89,0.9711824783772349,0.9423413797652025
90,0.9714027801710611,0.9427555731433848
91,0.9715211498844285,0.9427661258409181
92,0.9716984868305893,0.9427212768764015
93,0.9718658992266858,0.9427925075847513
94,0.9720100654742864,0.9430457723255508
95,0.9721406556706117,0.9430035615354175
96,0.9723298500095073,0.9430404959767841
97,0.9724594200930305,0.9430167524073342
98,0.9726875913464957,0.9429850943147342
99,0.9728287332114876,0.9431090885107506
100,0.9729874063507309,0.9431671283471837
101,0.9731258510707329,0.9431222793826672
102,0.9733221000500173,0.9431829573934837
103,0.9734706021716372,0.9433175042870334
104,0.9736249558662439,0.9436156179923493
105,0.9738233982319,0.9438055665479488
106,0.9739944609913376,0.9439955151035484
107,0.9741499681224375,0.9439744097084817
108,0.9742848407210695,0.9439374752671151
109,0.9744898632580956,0.9439216462208152
110,0.9746760539888035,0.943984962406015
111,0.9748292772521312,0.9441749109616145
112,0.9749772905120374,0.9443173723783143
113,0.9751358626110133,0.9444017939585807
114,0.9752893375338955,0.9443384777733809
115,0.9754416494640226,0.9442962669832476
116,0.9756001742596704,0.9443938794354306
117,0.9757421096973478,0.9443754122147474
118,0.9758974302918559,0.944436090225564
119,0.9760245290138898,0.9445627225959636
120,0.9761702140510725,0.9447078221870465
121,0.976339423703267,0.9448766653475795
122,0.9764995676368378,0.944800158290463
123,0.976658092704117,0.9448951325682627
124,0.9768252796787106,0.9450771666007123
125,0.9769717022887808,0.945203798971112
126,0.9771261967683621,0.9453066877720617
127,0.9772717999751488,0.9453515367365782
128,0.9774077948582726,0.9453726421316448
129,0.9775749386157487,0.9456100778261443
130,0.9776949817921331,0.9456707558369608
131,0.9778622385319906,0.945897638833927
132,0.9779993204742299,0.9460321857274766
133,0.9781305916811351,0.9459767840654267
134,0.9782436993160242,0.9461271600052763
135,0.9783739452245477,0.9460902255639098
136,0.9784514107865528,0.946132436354043
137,0.978652769330568,0.9461429890515763
138,0.978797502196874,0.946237963329376
139,0.9789614485033339,0.9462748977707427
140,0.9791191682108645,0.9465466297322253
141,0.9793243754483056,0.9466020313942751
142,0.9794753958337032,0.9466679857538584
143,0.9796112850278397,0.9467181110671415
144,0.9797713715457212,0.9467181110671415
145,0.9798946435967589,0.946794618124258
146,0.9800083391872749,0.9469687376335576
147,0.9801705999655955,0.946955546761641
148,0.9803116075176915,0.9470109484236908
149,0.9804416195862871,0.9471138372246406
150,0.9805655643717109,0.9471402189684738
151,0.9806792189695068,0.9471560480147738
152,0.9808144915776932,0.9472193641999737
153,0.9808987798282123,0.9472299168975069
154,0.98101716568009,0.9473248911753067
155,0.9811263012551705,0.947448885371323
156,0.9812359842070187,0.9475042870333729
157,0.9813871595374959,0.9475623268698061
158,0.9814692484145465,0.9477654662973223
159,0.9815781988496943,0.9479132040627886
160,0.9817333462528097,0.9480081783405883
161,0.9818481638433575,0.948037198258805
162,0.9820272103184884,0.948150639757288
163,0.9821520125258885,0.9481981268961879
164,0.9822883358427716,0.9483643318823374
165,0.9824041451874335,0.9484355625906873
166,0.9825050900138663,0.9484408389394539
167,0.9826122684609935,0.9484724970320538
168,0.9827333402979979,0.9485938530536868
169,0.9828817511880155,0.9486571692388867
170,0.983011768325624,0.9487626962142197
171,0.9831665850577658,0.9488220551378446
172,0.9832533059527495,0.9488866904102361
173,0.9833512850602807,0.9489157103284527
174,0.9834818629070257,0.948828650573803
175,0.9835978206016951,0.9487732489117531
176,0.983704015428663,0.9487521435166865
177,0.9838083550405679,0.9488603086664028
178,0.9839129223111917,0.9488814140614694
179,0.9840258945017516,0.9490001319087191
180,0.9841583813325584,0.9491742514180187
181,0.9842928951859957,0.9492665875214351
182,0.9844316779543144,0.9492059095106187
183,0.9845482953226447,0.949208547685002
184,0.9846485737381211,0.949161060546102
185,0.9847557426418104,0.9491294024535022
186,0.9848771678961966,0.9492296530800686
187,0.9849872643450275,0.9492533966495186
188,0.9850762541589917,0.9494037725893681
189,0.9851588375747369,0.9494222398100515
190,0.985282163381939,0.9495066613903179
191,0.9853750945951067,0.9496359319351009
192,0.9854780922683505,0.9496464846326342
193,0.9855846217102816,0.9497467352592006
194,0.9856877956655211,0.9498443477113837
195,0.9858105927561389,0.9498865585015169
196,0.9859455544785592,0.9499841709537
197,0.9860511769451393,0.9500395726157499
198,0.9861247035649094,0.9500791452314998
199,0.9862098373145206,0.9501108033240997
200,0.986267317064795,0.9501424614166997
201,0.9863841017406018,0.9502057776018995
202,0.9864833196323091,0.9502295211713494
203,0.9865887039786416,0.950274370135866
204,0.9867013348944715,0.9502770083102493
205,0.9867784937735062,0.9503667062392824
206,0.9868589472190675,0.950387811634349
207,0.9869583961317295,0.950435298773249
208,0.9870928608584865,0.9506226091544651
209,0.9871901085743342,0.950670096293365
210,0.9872832058277359,0.9507545178736314
211,0.9873601557210654,0.9507703469199315
212,0.9874551431432846,0.9508917029415644
213,0.9875589074336005,0.950936551906081
214,0.9876436554888169,0.9509682099986809
215,0.9876985350026833,0.951042078881414
216,0.9878056196965337,0.9511449676823638
217,0.9879154591451754,0.9511898166468804
218,0.9880202462121962,0.95130061997098
219,0.9881152514668701,0.9513481071098799
220,0.9882267415027199,0.9514166996438465
221,0.9883109761393042,0.951477377654663
222,0.9884252616382043,0.9514166996438465
223,0.988533690094064,0.9514378050389131
224,0.9886081050161729,0.9513850415512466
225,0.9886714666508782,0.9514562722595964
226,0.9887219135890805,0.9515802664556127
227,0.9888109172268105,0.9515881809787627
228,0.9889059755393286,0.9515749901068461
229,0.988985473167318,0.9515538847117795
230,0.9890839355242799,0.9516409444664292
231,0.9891552623438914,0.9517675768368289
232,0.9892420158003546,0.9517623004880622
233,0.9893357362347734,0.9517411950929956
234,0.9894096255308983,0.9516857934309458
235,0.989499911040512,0.9516831552565624
236,0.989550562761626,0.9517385569186123
237,0.9896154267629397,0.9517794486215538
238,0.9897046138466569,0.9518678274633954
239,0.9897808271498868,0.9518546365914787
240,0.989878331646169,0.9517913204062789
241,0.9899697002837244,0.9518625511146287
242,0.9900359975975294,0.9518335311964121
243,0.9900891242749575,0.9519733544387284
244,0.9901987851915586,0.9521712175174779
245,0.9902908812896387,0.9522107901332278
246,0.9903567648348284,0.9522582772721276
247,0.990438636721624,0.952268829969661
248,0.9905030442804751,0.9521975992613112
249,0.9905777484797956,0.9522714681440443
250,0.9906223018823165,0.952268829969661
251,0.9907234391420824,0.9523110407597942
252,0.990782359498243,0.9522398100514444
253,0.9908590184332418,0.9523347843292441
254,0.9909308415501885,0.9524007386888274
255,0.990972402142374,0.9524693312227939
256,0.9910347306163728,0.9524271204326606
257,0.9911244114757503,0.952527371059227
258,0.9911960721991693,0.9525300092336103
259,0.9912792606271381,0.9526355362089434
260,0.9913145709040267,0.9526619179527767
261,0.9914005872142958,0.9525590291518269
262,0.9914807657106331,0.9526671943015433
263,0.9915471600105483,0.9527120432660598
264,0.991617155417728,0.9527753594512597
265,0.9917004686215654,0.9527463395330431
266,0.9917716772603759,0.9527146814404432
267,0.9918389957991733,0.9528492283339929
268,0.9919132612462568,0.9527964648463263
269,0.9919907218943107,0.9528518665083762
270,0.9920479756669818,0.9528940772985094
271,0.9921290855597803,0.9528650573802928
272,0.9922014869402722,0.9529178208679594
273,0.9922814617787195,0.9529204590423427
274,0.9923554612510945,0.9529204590423427
275,0.9924034947739414,0.9529178208679594
276,0.9924972213895635,0.9529811370531592
277,0.9925575624241746,0.9530127951457591
278,0.9926233536127401,0.9530418150639758
279,0.9926807563043426,0.9530286241920591
280,0.992743406332568,0.9530154333201425
