fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0019723865877712033,0.9992592
0.0,0.30177514792899407,0.98903066
0.001226993865030675,0.30177514792899407,0.9889749
0.001226993865030675,0.3136094674556213,0.9884986
0.00245398773006135,0.3136094674556213,0.98846054
0.00245398773006135,0.38461538461538464,0.9830996
0.0036809815950920245,0.38461538461538464,0.9827785
0.0036809815950920245,0.3865877712031558,0.9827488
0.0049079754601227,0.3865877712031558,0.98266673
0.0049079754601227,0.41025641025641024,0.9815595
0.006134969325153374,0.41222879684418146,0.9813463
0.006134969325153374,0.41420118343195267,0.98120546
0.007361963190184049,0.41420118343195267,0.98090464
0.007361963190184049,0.46153846153846156,0.97739136
0.008588957055214725,0.46153846153846156,0.9773846
0.008588957055214725,0.514792899408284,0.9720339
0.0098159509202454,0.514792899408284,0.9720266
0.0098159509202454,0.6035502958579881,0.9494473
0.011042944785276074,0.6035502958579881,0.9488489
0.011042944785276074,0.6252465483234714,0.9413334
0.014723926380368098,0.6252465483234714,0.9397798
0.014723926380368098,0.6410256410256411,0.931713
0.015950920245398775,0.6410256410256411,0.93129694
0.015950920245398775,0.6489151873767258,0.93027097
0.01717791411042945,0.6489151873767258,0.9273186
0.01717791411042945,0.6587771203155819,0.9233635
0.018404907975460124,0.6587771203155819,0.9225649
0.018404907975460124,0.6765285996055227,0.9165372
0.0196319018404908,0.6765285996055227,0.91519743
0.0196319018404908,0.7001972386587771,0.9045106
0.020858895705521473,0.7001972386587771,0.9034885
0.020858895705521473,0.7199211045364892,0.89084274
0.022085889570552148,0.7199211045364892,0.88989
0.022085889570552148,0.7238658777120316,0.87861615
0.024539877300613498,0.7238658777120316,0.8780458
0.024539877300613498,0.73767258382643,0.8728265
0.025766871165644172,0.73767258382643,0.8717338
0.025766871165644172,0.7435897435897436,0.86255455
0.026993865030674847,0.7435897435897436,0.8603114
0.026993865030674847,0.7455621301775148,0.85934466
0.02822085889570552,0.7455621301775148,0.8578422
0.02822085889570552,0.7514792899408284,0.8455523
0.029447852760736196,0.7514792899408284,0.8437975
0.029447852760736196,0.7554240631163708,0.84323794
0.033128834355828224,0.7554240631163708,0.8373647
0.033128834355828224,0.7633136094674556,0.82875544
0.0343558282208589,0.7633136094674556,0.8274995
