round,train_auc,val_auc
0,0.9088169949338903,0.8971007767924658
1,0.9386329525433199,0.9210919777273665
2,0.9499700100314383,0.9323056300268097
3,0.9541302617296984,0.9349737059187462
4,0.9572228034324565,0.9370059118718637
5,0.9600291621074951,0.9420864267546574
6,0.9608857945575974,0.9430703065924245
7,0.9631053868742616,0.943472021722692
8,0.9634736426353582,0.9448962844572765
9,0.966056376627146,0.9460197978964735
10,0.9663990135048496,0.9474612463050801
11,0.9663174319998871,0.9474977658623771
12,0.9662657468332075,0.946752337251667
13,0.9664852141100034,0.9471411631264178
14,0.9674605728762599,0.9472270914965285
15,0.9677052531097219,0.9468575995050525
16,0.9686045065717119,0.9469392314566577
17,0.9687789737459219,0.9479467415962054
18,0.9689674832680714,0.9486470578126074
19,0.9690174376537799,0.9494032274695814
20,0.9692036435365522,0.9496073073485942
21,0.9694458777423787,0.9488941018766756
22,0.9694600461492616,0.9488683233656424
23,0.9694982525599442,0.9488919536674228
24,0.969527661275484,0.9488919536674228
25,0.970020619197193,0.9491969993813157
26,0.9702489978392286,0.9494698219564172
27,0.9702121870596111,0.9491927029628102
28,0.970409372024846,0.9492163332645907
29,0.9705203494391946,0.9492571492403932
30,0.9709018159099243,0.9496610125799134
31,0.9712912921488902,0.9497297552760019
32,0.9714828943226573,0.9499531690382896
33,0.9715851268531337,0.950309771774249
34,0.9718108906654198,0.9499767993400701
35,0.9720693298228831,0.9502990307279852
36,0.9723441405469693,0.9508081563208909
37,0.9724591009229236,0.9509757166426067
38,0.9724908707141097,0.9511733518938613
39,0.9724409394863347,0.9510487557572008
40,0.9727512734523587,0.9513194301230494
41,0.9728147544966547,0.9512786141472469
42,0.9731118691710854,0.951424692376435
43,0.9734489746830755,0.9517318862995807
44,0.9736476652762132,0.9519252251323297
45,0.9737113238381996,0.9519467072248574
46,0.9738815741656517,0.9516244758369423
47,0.97401590674504,0.9515686223963704
48,0.9741155503087294,0.9514268405856877
49,0.9743158815714759,0.9512485392177081
50,0.9745068926540923,0.9515278064205678
51,0.9745681220686608,0.951673884649756
52,0.9746374696120845,0.9518564824362411
53,0.9747626807670163,0.9517533683921083
54,0.9750085325637984,0.9519982642469238
55,0.9751297806260927,0.9522646421942669
56,0.9751125054089302,0.9523204956348388
57,0.9753411484240762,0.9524644256547742
58,0.9754379021659212,0.9523935347494329
59,0.9756782778956137,0.952466573864027
60,0.9757533609705288,0.9524708702825325
61,0.9758937822133595,0.9525267237231044
62,0.9759699129632888,0.9524923523750601
63,0.9759887311084451,0.9522861242867945
64,0.9760080660117796,0.9522044923351893
65,0.9761061666474741,0.9522624939850141
66,0.9761856639558009,0.9525202790953461
67,0.9762638543919099,0.9525804289544236
68,0.9763222301993921,0.9526019110469512
69,0.9763241265265385,0.9525847253729292
70,0.9765232238810149,0.9525503540248849
71,0.9766433602871054,0.9529327352718774
72,0.97684740823494,0.9529928851309548
73,0.9769989983331596,0.953010070804977
74,0.9772118124028495,0.9530057743864714
75,0.9773015302693872,0.9531561490341651
76,0.9773866438624016,0.9533473396576614
77,0.9774612403998929,0.9532914862170895
78,0.9775905888927093,0.9532227435210009
79,0.9776564669602335,0.953304375472606
80,0.9776985444322606,0.953340895029903
81,0.9777406573009396,0.9532979308448477
82,0.977925888739841,0.9534311198185192
83,0.9781367444046334,0.9537361655324121
84,0.9783415522457422,0.9537920189729842
85,0.9784395197431838,0.953830686739534
86,0.9785108243224716,0.9540283219907885
87,0.9785290388540433,0.954088471849866
88,0.9787256803800074,0.9543677390527256
89,0.978814932947127,0.9541786966384822
