fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0031545741324921135,0.99799
0.0,0.0914826498422713,0.99448675
0.00129366106080207,0.0914826498422713,0.9944711
0.00129366106080207,0.3312302839116719,0.98288095
0.00258732212160414,0.3312302839116719,0.9826006
0.00258732212160414,0.35331230283911674,0.9804628
0.0038809831824062097,0.35331230283911674,0.98038816
0.0038809831824062097,0.36908517350157727,0.9774556
0.00517464424320828,0.36908517350157727,0.97728604
0.00517464424320828,0.38801261829652994,0.9761111
0.00646830530401035,0.38801261829652994,0.9758838
0.00646830530401035,0.3943217665615142,0.97548634
0.007761966364812419,0.3943217665615142,0.97544575
0.007761966364812419,0.41324921135646686,0.9728746
0.009055627425614488,0.41324921135646686,0.97253406
0.009055627425614488,0.5205047318611987,0.9601272
0.01164294954721863,0.5205047318611987,0.9571552
0.01164294954721863,0.5488958990536278,0.9513231
0.0129366106080207,0.5488958990536278,0.9510625
0.0129366106080207,0.5930599369085173,0.942014
0.014230271668822769,0.5930599369085173,0.9384886
0.014230271668822769,0.6151419558359621,0.9344803
0.016817593790426907,0.6151419558359621,0.9280557
0.016817593790426907,0.637223974763407,0.9162424
0.018111254851228976,0.637223974763407,0.91614914
0.019404915912031046,0.6403785488958991,0.91568923
0.019404915912031046,0.6561514195583596,0.90978354
0.02069857697283312,0.6561514195583596,0.90938425
0.02069857697283312,0.668769716088328,0.9069287
0.02199223803363519,0.668769716088328,0.9059685
0.02199223803363519,0.694006309148265,0.88194317
0.02328589909443726,0.694006309148265,0.8794909
0.02328589909443726,0.7034700315457413,0.8738672
0.02457956015523933,0.7034700315457413,0.87308156
0.02457956015523933,0.7129337539432177,0.8721856
0.0258732212160414,0.7129337539432177,0.86963457
0.0258732212160414,0.7192429022082019,0.86202574
0.027166882276843468,0.7192429022082019,0.860958
0.027166882276843468,0.722397476340694,0.8586613
0.028460543337645538,0.722397476340694,0.8519643
0.028460543337645538,0.7255520504731862,0.8513909
0.029754204398447608,0.7255520504731862,0.84731585
0.029754204398447608,0.7318611987381703,0.8415636
0.031047865459249677,0.7318611987381703,0.84106404
0.031047865459249677,0.7381703470031545,0.83794266
0.03363518758085381,0.7381703470031545,0.8365848
0.03363518758085381,0.7444794952681388,0.8348683
0.03492884864165589,0.7444794952681388,0.83294564
0.03492884864165589,0.7791798107255521,0.79112375
0.037516170763260026,0.7791798107255521,0.78683877
0.037516170763260026,0.7886435331230284,0.7785782
0.03880983182406209,0.7886435331230284,0.77745014
0.03880983182406209,0.7917981072555205,0.77576196
0.040103492884864166,0.7917981072555205,0.77539676
0.040103492884864166,0.8107255520504731,0.74243253
0.04139715394566624,0.8107255520504731,0.7363853
0.04139715394566624,0.8201892744479495,0.71278226
0.04657179818887452,0.8201892744479495,0.6992965
0.04657179818887452,0.8264984227129337,0.6829817
0.047865459249676584,0.8264984227129337,0.68212634
0.047865459249676584,0.8296529968454258,0.68007576
0.04915912031047866,0.8296529968454258,0.667237
0.04915912031047866,0.8391167192429022,0.65961325
0.0517464424320828,0.8391167192429022,0.6456403
0.0517464424320828,0.8422712933753943,0.6448544
0.05304010349288486,0.8422712933753943,0.6373031
0.05304010349288486,0.8454258675078864,0.6280678
0.054333764553686936,0.8454258675078864,0.6256088
0.054333764553686936,0.8517350157728707,0.61850584
0.055627425614489,0.8517350157728707,0.60893434
0.055627425614489,0.8580441640378549,0.6020538
0.05821474773609314,0.8580441640378549,0.58202916
0.05821474773609314,0.8643533123028391,0.5702973
0.06338939197930142,0.8643533123028391,0.54844344
0.06338939197930142,0.8675078864353313,0.54280627
0.0646830530401035,0.8675078864353313,0.52931476
0.0646830530401035,0.8706624605678234,0.5107368
0.06727037516170763,0.8706624605678234,0.5044977
0.06727037516170763,0.8738170347003155,0.48909733
0.0685640362225097,0.8738170347003155,0.48455364
0.0685640362225097,0.8769716088328076,0.47745025
0.07373868046571798,0.8769716088328076,0.41727298
0.07373868046571798,0.8801261829652997,0.41605493
0.07632600258732213,0.8801261829652997,0.40188387
0.07632600258732213,0.8832807570977917,0.3971096
0.07761966364812418,0.8832807570977917,0.3854711
0.07761966364812418,0.886435331230284,0.3846628
0.08279430789133248,0.886435331230284,0.35463768
0.08279430789133248,0.8927444794952681,0.3520924
0.08408796895213454,0.8927444794952681,0.3489649
0.08408796895213454,0.9022082018927445,0.31913286
0.08538163001293661,0.9022082018927445,0.3153128
0.08538163001293661,0.9053627760252366,0.30846396
0.08796895213454076,0.9053627760252366,0.300662
0.08796895213454076,0.9085173501577287,0.28610188
0.08926261319534282,0.9085173501577287,0.28588158
0.08926261319534282,0.9116719242902208,0.28573048
0.0944372574385511,0.9116719242902208,0.27081352
0.0944372574385511,0.9211356466876972,0.26310012
0.09573091849935317,0.9211356466876972,0.25627485
0.09573091849935317,0.9242902208201893,0.24992849
0.09702457956015524,0.9242902208201893,0.24871689
0.09702457956015524,0.9274447949526814,0.2483397
0.09831824062095731,0.9274447949526814,0.24484606
0.09831824062095731,0.9305993690851735,0.24099062
0.09961190168175937,0.9305993690851735,0.23908961
0.09961190168175937,0.9337539432176656,0.2356547
0.1034928848641656,0.9337539432176656,0.22923206
0.1034928848641656,0.9400630914826499,0.21729681
0.10608020698576973,0.9400630914826499,0.21047358
0.10608020698576973,0.9463722397476341,0.20486772
0.11513583441138421,0.9463722397476341,0.17615785
0.11513583441138421,0.9495268138801262,0.17496294
0.1332470892626132,0.9495268138801262,0.13945165
0.1332470892626132,0.9526813880126183,0.13750911
0.13583441138421734,0.9526813880126183,0.13043796
0.13583441138421734,0.9589905362776026,0.12992941
0.1371280724450194,0.9589905362776026,0.1268236
0.1371280724450194,0.9621451104100947,0.12538086
0.1423027166882277,0.9621451104100947,0.119331524
0.1423027166882277,0.9652996845425867,0.116286315
0.1448900388098318,0.9652996845425867,0.11073181
0.1448900388098318,0.9684542586750788,0.10874011
0.15135834411384216,0.9684542586750788,0.10196673
0.15135834411384216,0.9716088328075709,0.10173097
0.15653298835705046,0.9716088328075709,0.09616364
0.15653298835705046,0.9747634069400631,0.09423829
0.15782664941785252,0.9747634069400631,0.09161365
0.15782664941785252,0.9779179810725552,0.09034344
0.16946959896507116,0.9779179810725552,0.08033293
0.16946959896507116,0.9810725552050473,0.07919471
0.17981888745148772,0.9810725552050473,0.07197957
0.17981888745148772,0.9842271293375394,0.071525685
0.19534282018111254,0.9842271293375394,0.06166589
0.19534282018111254,0.9873817034700315,0.061303113
0.20310478654592498,0.9873817034700315,0.05833459
0.20310478654592498,0.9905362776025236,0.057376742
0.2147477360931436,0.9905362776025236,0.054515246
0.2147477360931436,0.9936908517350158,0.053120796
0.22897800776196636,0.9936908517350158,0.046853814
0.22897800776196636,0.9968454258675079,0.046402548
0.4670116429495472,0.9968454258675079,0.011387876
0.4670116429495472,1.0,0.011366113
1.0,1.0,0.00028112988
