fpr,tpr,threshold
0.0,0.0,inf
0.0,0.012345679012345678,0.9620265
0.0,0.2345679012345679,0.83725286
0.008403361344537815,0.2345679012345679,0.83241564
0.008403361344537815,0.25925925925925924,0.82000333
0.01680672268907563,0.25925925925925924,0.81384474
0.01680672268907563,0.43209876543209874,0.69146216
0.04201680672268908,0.43209876543209874,0.6800066
0.04201680672268908,0.4444444444444444,0.6765348
0.058823529411764705,0.4444444444444444,0.6721949
0.058823529411764705,0.4567901234567901,0.6672738
0.06722689075630252,0.4567901234567901,0.66073453
0.06722689075630252,0.49382716049382713,0.6257372
0.07563025210084033,0.49382716049382713,0.60323566
0.07563025210084033,0.5308641975308642,0.5675066
0.08403361344537816,0.5308641975308642,0.56622857
0.08403361344537816,0.5802469135802469,0.5386214
0.09243697478991597,0.5802469135802469,0.53519523
0.09243697478991597,0.5925925925925926,0.5163894
0.10084033613445378,0.5925925925925926,0.51272726
0.10084033613445378,0.654320987654321,0.5016228
0.12605042016806722,0.654320987654321,0.48842055
0.12605042016806722,0.6666666666666666,0.47151658
0.17647058823529413,0.6666666666666666,0.44567406
0.17647058823529413,0.6790123456790124,0.43029156
0.20168067226890757,0.6790123456790124,0.40552258
0.20168067226890757,0.691358024691358,0.40149066
0.21008403361344538,0.691358024691358,0.3974073
0.21008403361344538,0.7037037037037037,0.3946654
0.2184873949579832,0.7037037037037037,0.3939953
0.2184873949579832,0.7160493827160493,0.3861455
0.226890756302521,0.7160493827160493,0.384844
0.226890756302521,0.7283950617283951,0.3847067
0.24369747899159663,0.7283950617283951,0.38372618
0.24369747899159663,0.7530864197530864,0.38103873
0.25210084033613445,0.7530864197530864,0.37932876
0.25210084033613445,0.7654320987654321,0.37804857
0.2689075630252101,0.7654320987654321,0.37057668
0.2689075630252101,0.7777777777777778,0.36490783
0.2773109243697479,0.7777777777777778,0.36036426
0.2773109243697479,0.7901234567901234,0.35180745
0.29411764705882354,0.7901234567901234,0.34772274
0.29411764705882354,0.8024691358024691,0.32308698
0.3025210084033613,0.8024691358024691,0.31523824
0.3025210084033613,0.8271604938271605,0.31010526
0.3277310924369748,0.8271604938271605,0.29095566
0.3277310924369748,0.8395061728395061,0.28617394
0.35294117647058826,0.8395061728395061,0.26986957
0.35294117647058826,0.8641975308641975,0.26090214
0.37815126050420167,0.8641975308641975,0.24960206
0.37815126050420167,0.8765432098765432,0.24732701
0.48739495798319327,0.8765432098765432,0.18525168
0.48739495798319327,0.8888888888888888,0.18412668
0.5210084033613446,0.8888888888888888,0.17206065
0.5210084033613446,0.9135802469135802,0.16214088
0.5294117647058824,0.9135802469135802,0.1614896
0.5294117647058824,0.9259259259259259,0.15253986
0.5546218487394958,0.9259259259259259,0.15125604
0.5546218487394958,0.9382716049382716,0.14585061
0.6134453781512605,0.9382716049382716,0.12530704
0.6134453781512605,0.9506172839506173,0.1252771
0.680672268907563,0.9506172839506173,0.09541423
0.680672268907563,0.9753086419753086,0.09327457
0.6974789915966386,0.9753086419753086,0.09078483
0.6974789915966386,0.9876543209876543,0.08417226
0.7563025210084033,0.9876543209876543,0.070379406
0.7563025210084033,1.0,0.069058836
1.0,1.0,0.0217359
