round,train_auc,val_auc
0,0.801806261126308,0.6571466702255438
1,0.8391504928140333,0.6628853596690244
2,0.8663681559637011,0.690244227946083
3,0.8778505058399548,0.6827705858801548
4,0.8865594199122921,0.7061924462831977
5,0.892917155138726,0.7156679567596423
6,0.8976998393469672,0.7146002936073669
7,0.9012331205766141,0.7296810356332577
8,0.9028190265294603,0.7261444014413453
9,0.904433155312405,0.7326838382490324
10,0.9086047066996656,0.7368210329640998
11,0.9115800442881334,0.743360469771787
12,0.9141613477486865,0.7500333644735087
13,0.9160826711823195,0.7593754170559188
14,0.9159339585775693,0.753236353930335
15,0.9166938040032999,0.7539036434005072
16,0.9181809300508011,0.7577739223275056
17,0.9196170379054318,0.7551047644468171
18,0.9182645130476315,0.7557720539169892
19,0.9181755025834745,0.7577739223275056
20,0.9191329078198949,0.7599092486320566
21,0.9187746949763362,0.7601761644201255
22,0.9185228604923799,0.760976911784332
23,0.921008640527984,0.7625784065127452
24,0.9213668533715427,0.7621780328306419
25,0.921911771091138,0.7657813959695716
26,0.9227910207980548,0.7655144801815027
27,0.9235877730016065,0.7687174696383291
28,0.9236463896487344,0.7707193380488456
29,0.9248838521992098,0.7741892432937408
30,0.9246124788328774,0.7744561590818096
31,0.9237918457730885,0.772721206459362
32,0.9251421996439582,0.7763245695982918
33,0.9260366462593895,0.7763245695982918
34,0.9266684034562112,0.7756572801281196
35,0.9273956840779819,0.7760576538102228
36,0.9282184881247015,0.7747230748698786
37,0.9285810429421215,0.7756572801281196
38,0.9290130693413226,0.7740557853997064
39,0.9299672180973471,0.7771253169624983
40,0.9307759107290174,0.7769918590684639
41,0.9312339889713864,0.7751234485519819
42,0.9322456688810733,0.7753903643400507
43,0.9327667057444314,0.7751234485519819
44,0.9331205766141288,0.7752569064460163
45,0.9334766184707568,0.7745896169758442
46,0.9340171942164908,0.7747230748698786
47,0.9347944075376666,0.7761911117042573
48,0.9356410924406235,0.7765914853863606
49,0.9358581911336894,0.7765914853863606
50,0.9356975381008207,0.7752569064460163
51,0.9353132734140941,0.7743227011877752
52,0.9354630715123095,0.7753903643400507
53,0.9351895271590465,0.7772587748565327
54,0.9352144935087491,0.7769918590684639
55,0.9353957709174591,0.7771253169624983
56,0.9362153184837827,0.7769918590684639
57,0.9369881898310972,0.7771253169624983
58,0.9370847987495116,0.7763245695982918
59,0.9376232035083149,0.777926064326705
60,0.9380183231296948,0.7789937274789804
61,0.9385328470322609,0.7805952222073935
62,0.9384698884112718,0.7804617643133591
63,0.9387347488168121,0.7817963432537035
64,0.9389040857974035,0.779794474843187
65,0.939136381398984,0.7800613906312558
66,0.9396986670140246,0.7793941011610837
67,0.940039511962138,0.780728680101428
68,0.9407602796231167,0.7811290537835313
69,0.9410598758195475,0.7812625116775658
70,0.9411923060223177,0.7824636327238756
71,0.9412726325387522,0.7820632590417723
72,0.9415982805783509,0.7824636327238756
73,0.9420194520428987,0.7815294274656346
74,0.9425470018670488,0.7812625116775658
75,0.9426099604880379,0.781662885359669
76,0.9430050801094177,0.7812625116775658
77,0.9433003343319873,0.7823301748298412
78,0.9437410446789111,0.7821967169358067
79,0.9437866354044548,0.7823301748298412
80,0.9443272111501889,0.78259709061791
81,0.9446246363596891,0.7811290537835313
82,0.9447527245885979,0.7821967169358067
83,0.9449676522947332,0.78259709061791
84,0.9447961443272112,0.781662885359669
85,0.9450935695367114,0.7823301748298412
86,0.9452781034258174,0.7809955958894969
87,0.9456167773870001,0.781662885359669
88,0.9459945291129347,0.7812625116775658
89,0.9465177369632235,0.7820632590417723
90,0.946915027571534,0.781662885359669
91,0.9470691676436108,0.7823301748298412
92,0.9474512613434067,0.7827305485119445
